235|5|[[[1, 2, 4, 3, 5], 2], [[1, 3, 2, 4, 5], 6]]
235|10|[[[1, 2, 4, 3, 5], 3], [[1, 3, 2, 4, 5], 5]]
235|12|[[[1, 2, 4, 3, 5], 4], [[1, 3, 2, 4, 5], 4]]
235|10|[[[1, 2, 4, 3, 5], 5], [[1, 3, 2, 4, 5], 3]]
235|5|[[[1, 2, 4, 3, 5], 6], [[1, 3, 2, 4, 5], 2]]
235|4|[[[1, 2, 4, 3, 5], 3], [[1, 3, 2, 4, 5], 3], [[2, 3, 1, 4, 5], 1]]
235|5|[[[1, 2, 4, 3, 5], 4], [[1, 3, 2, 4, 5], 2], [[2, 3, 1, 4, 5], 1]]
235|5|[[[1, 2, 4, 3, 5], 5], [[1, 3, 2, 4, 5], 1], [[2, 3, 1, 4, 5], 1]]
235|5|[[[1, 2, 4, 3, 5], 6], [[2, 3, 1, 4, 5], 1]]
235|3|[[[1, 2, 4, 3, 5], 2], [[1, 3, 2, 4, 5], 4], [[1, 4, 2, 3, 5], 1]]
235|6|[[[1, 2, 4, 3, 5], 3], [[1, 3, 2, 4, 5], 3], [[1, 4, 2, 3, 5], 1]]
235|7|[[[1, 2, 4, 3, 5], 4], [[1, 3, 2, 4, 5], 2], [[1, 4, 2, 3, 5], 1]]
235|5|[[[1, 2, 4, 3, 5], 5], [[1, 3, 2, 4, 5], 1], [[1, 4, 2, 3, 5], 1]]
235|5|[[[1, 2, 4, 3, 5], 1], [[1, 3, 2, 4, 5], 5], [[1, 3, 4, 2, 5], 1]]
235|7|[[[1, 2, 4, 3, 5], 2], [[1, 3, 2, 4, 5], 4], [[1, 3, 4, 2, 5], 1]]
235|6|[[[1, 2, 4, 3, 5], 3], [[1, 3, 2, 4, 5], 3], [[1, 3, 4, 2, 5], 1]]
235|3|[[[1, 2, 4, 3, 5], 4], [[1, 3, 2, 4, 5], 2], [[1, 3, 4, 2, 5], 1]]
235|5|[[[1, 3, 2, 4, 5], 6], [[1, 2, 5, 3, 4], 1]]
235|5|[[[1, 2, 4, 3, 5], 1], [[1, 3, 2, 4, 5], 5], [[1, 2, 5, 3, 4], 1]]
235|5|[[[1, 2, 4, 3, 5], 2], [[1, 3, 2, 4, 5], 4], [[1, 2, 5, 3, 4], 1]]
235|4|[[[1, 2, 4, 3, 5], 3], [[1, 3, 2, 4, 5], 3], [[1, 2, 5, 3, 4], 1]]
235|3|[[[1, 2, 4, 3, 5], 4], [[2, 3, 1, 4, 5], 2]]
235|4|[[[1, 2, 4, 3, 5], 3], [[1, 3, 2, 4, 5], 1], [[1, 4, 2, 3, 5], 2]]
235|5|[[[1, 2, 4, 3, 5], 4], [[1, 4, 2, 3, 5], 2]]
235|3|[[[1, 2, 4, 3, 5], 2], [[1, 3, 2, 4, 5], 2], [[1, 3, 4, 2, 5], 1], [[2, 3, 1, 4, 5], 1]]
235|3|[[[1, 2, 4, 3, 5], 3], [[1, 3, 2, 4, 5], 1], [[1, 3, 4, 2, 5], 1], [[2, 3, 1, 4, 5], 1]]
235|3|[[[1, 2, 4, 3, 5], 4], [[1, 3, 4, 2, 5], 1], [[2, 3, 1, 4, 5], 1]]
235|3|[[[1, 2, 4, 3, 5], 1], [[1, 3, 2, 4, 5], 3], [[1, 3, 4, 2, 5], 1], [[1, 4, 2, 3, 5], 1]]
235|4|[[[1, 2, 4, 3, 5], 2], [[1, 3, 2, 4, 5], 2], [[1, 3, 4, 2, 5], 1], [[1, 4, 2, 3, 5], 1]]
235|3|[[[1, 2, 4, 3, 5], 3], [[1, 3, 2, 4, 5], 1], [[1, 3, 4, 2, 5], 1], [[1, 4, 2, 3, 5], 1]]
235|5|[[[1, 3, 2, 4, 5], 4], [[1, 3, 4, 2, 5], 2]]
235|4|[[[1, 2, 4, 3, 5], 1], [[1, 3, 2, 4, 5], 3], [[1, 3, 4, 2, 5], 2]]
235|3|[[[1, 3, 2, 4, 5], 4], [[1, 2, 5, 3, 4], 1], [[1, 4, 2, 3, 5], 1]]
235|3|[[[1, 2, 4, 3, 5], 1], [[1, 3, 2, 4, 5], 3], [[1, 2, 5, 3, 4], 1], [[1, 4, 2, 3, 5], 1]]
235|3|[[[1, 2, 4, 3, 5], 2], [[1, 3, 2, 4, 5], 2], [[1, 2, 5, 3, 4], 1], [[1, 4, 2, 3, 5], 1]]
235|3|[[[1, 3, 2, 4, 5], 4], [[1, 2, 5, 3, 4], 2]]
235|3|[[[1, 2, 4, 3, 5], 2], [[1, 3, 4, 2, 5], 1], [[1, 4, 2, 3, 5], 2]]
235|3|[[[1, 3, 2, 4, 5], 2], [[1, 3, 4, 2, 5], 2], [[1, 4, 2, 3, 5], 1]]
235|4|[[[1, 2, 4, 3, 5], 3], [[1, 3, 2, 4, 5], 2], [[2, 4, 1, 3, 5], 1]]
235|5|[[[1, 2, 4, 3, 5], 4], [[1, 3, 2, 4, 5], 1], [[2, 4, 1, 3, 5], 1]]
235|5|[[[1, 2, 4, 3, 5], 5], [[2, 4, 1, 3, 5], 1]]
235|5|[[[1, 3, 2, 4, 5], 5], [[1, 3, 5, 2, 4], 1]]
235|5|[[[1, 2, 4, 3, 5], 1], [[1, 3, 2, 4, 5], 4], [[1, 3, 5, 2, 4], 1]]
235|4|[[[1, 2, 4, 3, 5], 2], [[1, 3, 2, 4, 5], 3], [[1, 3, 5, 2, 4], 1]]
235|3|[[[1, 2, 4, 3, 5], 2], [[1, 3, 2, 4, 5], 1], [[1, 3, 4, 2, 5], 1], [[2, 4, 1, 3, 5], 1]]
235|3|[[[1, 2, 4, 3, 5], 3], [[1, 3, 4, 2, 5], 1], [[2, 4, 1, 3, 5], 1]]
235|3|[[[1, 3, 2, 4, 5], 3], [[1, 4, 2, 3, 5], 1], [[1, 3, 5, 2, 4], 1]]
235|3|[[[1, 2, 4, 3, 5], 1], [[1, 3, 2, 4, 5], 2], [[1, 4, 2, 3, 5], 1], [[1, 3, 5, 2, 4], 1]]
235|3|[[[1, 2, 4, 3, 5], 4], [[3, 4, 1, 2, 5], 1]]
235|3|[[[1, 3, 2, 4, 5], 4], [[1, 4, 5, 2, 3], 1]]
